,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
1870,Portugal,PRT,1/30/2021,330233.0,,,14496.0,13930.0,3.24,,,1366.0,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
1871,Romania,ROU,1/30/2021,672396.0,571091.0,101305.0,25396.0,36216.0,3.5,2.97,0.53,1883.0,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/04.02.21-Tabel-situatie-vaccinari-2.pdf
1872,Saudi Arabia,SAU,1/30/2021,,,,,9197.0,,,,264.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
1873,Serbia,SRB,1/30/2021,437380.0,,,6621.0,39146.0,6.43,,,5753.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/vakcinu-dobilo-526-930-gradjana-nis-i-dalje-vodeci-u-zemlji/
1874,Seychelles,SYC,1/30/2021,,,,,1988.0,,,,20216.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1648953545305770
1875,Singapore,SGP,1/30/2021,,,,,10563.0,,,,1806.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
1876,Slovakia,SVK,1/30/2021,142817.0,133562.0,9255.0,1.0,6207.0,2.62,2.45,0.17,1137.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1877,Slovenia,SVN,1/30/2021,78283.0,53415.0,24868.0,104.0,2406.0,3.77,2.57,1.2,1157.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1878,Spain,ESP,1/30/2021,,,,,51790.0,,,,1108.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
1879,Sri Lanka,LKA,1/30/2021,37825.0,,,32539.0,18912.0,0.18,,,883.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1357745308390875137
1880,Sweden,SWE,1/30/2021,,,,,7763.0,,,,769.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
1881,Switzerland,CHE,1/30/2021,,,,,14341.0,,,,1657.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
1882,Turkey,TUR,1/30/2021,1960860.0,,,32509.0,104854.0,2.32,,,1243.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
1883,United Arab Emirates,ARE,1/30/2021,3114167.0,2864167.0,250000.0,107561.0,98196.0,31.49,28.96,2.53,9928.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
1884,UK,GBR,1/30/2021,9468382.0,8977329.0,491053.0,609010.0,377914.0,13.95,13.22,0.72,5567.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1885,USA,USA,1/30/2021,29577902.0,24064165.0,5259693.0,1693241.0,1291416.0,8.84,7.2,1.57,3861.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
1886,Andorra,AND,1/31/2021,,,,,66.0,,,,854.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12379-se-supera-el-miler-de-persones-vacunes-contra-el-coronavirus-sars-cov-2-a-andorra
1887,Argentina,ARG,1/31/2021,,,,,11299.0,,,,250.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
1888,Austria,AUT,1/31/2021,200498.0,185291.0,15207.0,3319.0,8709.0,2.23,2.06,0.17,967.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gv.at/katalog/dataset/589132b2-c000-4c60-85b4-c5036cdf3406
1889,Bahrain,BHR,1/31/2021,171568.0,171568.0,,1135.0,1841.0,10.08,10.08,,1082.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
1890,Belgium,BEL,1/31/2021,315448.0,294027.0,21421.0,857.0,11282.0,2.72,2.54,0.18,973.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
1891,Bolivia,BOL,1/31/2021,67.0,,,28.0,22.0,0.0,,,2.0,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
1892,Brazil,BRA,1/31/2021,2074059.0,2046523.0,,70848.0,209905.0,0.98,0.96,,988.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
1893,Bulgaria,BGR,1/31/2021,41125.0,28041.0,13084.0,105.0,2140.0,0.59,0.4,0.19,308.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1894,Canada,CAN,1/31/2021,,,,,25221.0,,,,668.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
1895,Cayman Islands,CYM,1/31/2021,,,,,275.0,,,,4184.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
1896,Chile,CHL,1/31/2021,,,,,919.0,,,,48.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
1897,China,CHN,1/31/2021,24000000.0,24000000.0,,,651673.0,1.67,1.67,,453.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
1898,Costa Rica,CRI,1/31/2021,,,,,1555.0,,,,305.0,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
1899,Croatia,HRV,1/31/2021,,,,,2045.0,,,,498.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
1900,Czech Republic,CZE,1/31/2021,273094.0,233916.0,39178.0,1815.0,10001.0,2.55,2.18,0.37,934.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1901,Denmark,DNK,1/31/2021,277136.0,188775.0,88361.0,13321.0,9153.0,4.78,3.26,1.53,1580.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
1902,Ecuador,ECU,1/31/2021,,,,,472.0,,,,27.0,Pfizer/BioNTech,Government of Ecuador,https://drive.google.com/file/d/1HRz845fa451ZHJmxSDlJAD92CAr75VFs/view
1903,Estonia,EST,1/31/2021,38055.0,27900.0,10155.0,825.0,1727.0,2.87,2.1,0.77,1302.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
1904,Finland,FIN,1/31/2021,,,,,8404.0,,,,1517.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1905,France,FRA,1/31/2021,1533630.0,1486493.0,47137.0,8253.0,75666.0,2.26,2.19,0.07,1115.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1906,Germany,DEU,1/31/2021,2512113.0,1948477.0,563636.0,62182.0,94332.0,3.0,2.33,0.67,1126.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1907,Gibraltar,GIB,1/31/2021,13286.0,12886.0,400.0,420.0,421.0,39.43,38.25,1.19,12496.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1357291680366555137
1908,Greece,GRC,1/31/2021,,,,,16075.0,,,,1542.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1909,Hungary,HUN,1/31/2021,299138.0,237872.0,61266.0,20308.0,20434.0,3.1,2.46,0.63,2115.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
1910,Iceland,ISL,1/31/2021,,,,,417.0,,,,1222.0,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1911,India,IND,1/31/2021,3758843.0,,,14509.0,306191.0,0.27,,,222.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
1912,Indonesia,IDN,1/31/2021,515681.0,493133.0,22548.0,12726.0,52348.0,0.19,0.18,0.01,191.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1913,Ireland,IRL,1/31/2021,199800.0,150500.0,49300.0,,8114.0,4.05,3.05,1.0,1643.0,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
1914,Isle Of Man,IMN,1/31/2021,,,,,508.0,,,,5974.0,Pfizer/BioNTech,Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
1915,Israel,ISR,1/31/2021,4884965.0,3086780.0,1798185.0,131948.0,162593.0,56.44,35.66,20.77,18785.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
1916,Italy,ITA,1/31/2021,1981744.0,1349854.0,631890.0,58688.0,78739.0,3.28,2.23,1.05,1302.0,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
1917,Jersey,JEY,1/31/2021,14838.0,11707.0,3131.0,,493.0,14.68,11.58,3.1,4878.0,Pfizer/BioNTech,Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
1918,Latvia,LVA,1/31/2021,23767.0,,,334.0,626.0,1.26,,,332.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
1919,Lithuania,LTU,1/31/2021,93783.0,71764.0,22019.0,8.0,3667.0,3.45,2.64,0.81,1347.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
1920,Luxembourg,LUX,1/31/2021,12428.0,10748.0,1680.0,,613.0,1.99,1.72,0.27,979.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/1f6f6910-8dc4-4d17-9fbe-03bbc9664591
1921,Maldives,MDV,1/31/2021,0.0,,,,,0.0,,,,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1357374641090789377
1922,Malta,MLT,1/31/2021,,,,,1046.0,,,,2369.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1923,Mexico,MEX,1/31/2021,673327.0,631485.0,41842.0,3020.0,6243.0,0.52,0.49,0.03,48.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
1924,Morocco,MAR,1/31/2021,126000.0,,,36000.0,42000.0,0.34,,,1138.0,"Oxford/AstraZeneca, Sinopharm",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/4.2.21.COVID-19.pdf
1925,Nepal,NPL,1/31/2021,,,,,18862.0,,,,647.0,Oxford/AstraZeneca,Government of Nepal,https://myrepublica.nagariknetwork.com/news/over-1-million-people-receive-covid-19-vaccine-in-nepal-so-far/
1926,Netherlands,NLD,1/31/2021,176286.0,,,,4239.0,1.03,,,247.0,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
1927,Northern Ireland,,1/31/2021,246421.0,221809.0,24612.0,7497.0,9152.0,13.01,11.71,1.3,4833.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1928,Norway,NOR,1/31/2021,127152.0,107271.0,19881.0,130.0,6611.0,2.35,1.98,0.37,1219.0,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
1929,Poland,POL,1/31/2021,1176904.0,976367.0,200537.0,19973.0,67061.0,3.11,2.58,0.53,1772.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
1930,Portugal,PRT,1/31/2021,336771.0,268386.0,68385.0,6538.0,13398.0,3.3,2.63,0.67,1314.0,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
1931,Romania,ROU,1/31/2021,691415.0,585218.0,106197.0,19019.0,35019.0,3.59,3.04,0.55,1820.0,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/04.02.21-Tabel-situatie-vaccinari-2.pdf
1932,Saudi Arabia,SAU,1/31/2021,,,,,10385.0,,,,298.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
1933,Serbia,SRB,1/31/2021,,,,,34158.0,,,,5020.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/vakcinu-dobilo-526-930-gradjana-nis-i-dalje-vodeci-u-zemlji/
1934,Seychelles,SYC,1/31/2021,,,,,2079.0,,,,21141.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1648953545305770
1935,Singapore,SGP,1/31/2021,155050.0,155000.0,50.0,,10547.0,2.65,2.65,0.0,1803.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
1936,Slovakia,SVK,1/31/2021,143098.0,133675.0,9423.0,281.0,6247.0,2.62,2.45,0.17,1144.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1937,Slovenia,SVN,1/31/2021,78285.0,53415.0,24870.0,2.0,2385.0,3.77,2.57,1.2,1147.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1938,Spain,ESP,1/31/2021,1609261.0,1251369.0,357892.0,,53095.0,3.44,2.68,0.77,1136.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
1939,Sri Lanka,LKA,1/31/2021,59154.0,,,21329.0,19718.0,0.28,,,921.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1357745308390875137
1940,Sweden,SWE,1/31/2021,,,,,6960.0,,,,689.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
1941,Switzerland,CHE,1/31/2021,315033.0,,,,16809.0,3.64,,,1942.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
1942,Turkey,TUR,1/31/2021,1986237.0,,,25377.0,105941.0,2.36,,,1256.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
1943,United Arab Emirates,ARE,1/31/2021,3334162.0,3084162.0,250000.0,219995.0,120910.0,33.71,31.18,2.53,12225.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
1944,UK,GBR,1/31/2021,9790576.0,9296367.0,494209.0,322194.0,392361.0,14.42,13.69,0.73,5780.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1945,USA,USA,1/31/2021,31123299.0,25201143.0,5657142.0,1545397.0,1324949.0,9.31,7.54,1.69,3962.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
1946,Andorra,AND,2/1/2021,1036.0,1036.0,,,66.0,1.34,1.34,,854.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12379-se-supera-el-miler-de-persones-vacunes-contra-el-coronavirus-sars-cov-2-a-andorra
1947,Argentina,ARG,2/1/2021,375851.0,281577.0,94274.0,,11924.0,0.83,0.62,0.21,264.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
1948,Austria,AUT,2/1/2021,202345.0,186479.0,15866.0,1847.0,8714.0,2.25,2.07,0.18,968.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gv.at/katalog/dataset/589132b2-c000-4c60-85b4-c5036cdf3406
1949,Bahrain,BHR,2/1/2021,172912.0,172912.0,,1344.0,1514.0,10.16,10.16,,890.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
1950,Belgium,BEL,2/1/2021,321779.0,297367.0,24412.0,6331.0,10692.0,2.78,2.57,0.21,923.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
1951,Bolivia,BOL,2/1/2021,570.0,,,503.0,142.0,0.0,,,12.0,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
1952,Brazil,BRA,2/1/2021,2124307.0,2107624.0,,50248.0,203386.0,1.0,0.99,,957.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
1953,Bulgaria,BGR,2/1/2021,42634.0,28978.0,13656.0,1509.0,2262.0,0.61,0.42,0.2,326.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
1954,Canada,CAN,2/1/2021,974690.0,,,,24619.0,2.58,,,652.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
1955,Cayman Islands,CYM,2/1/2021,,,,,275.0,,,,4184.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
1956,Chile,CHL,2/1/2021,,,,,1384.0,,,,72.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
1957,China,CHN,2/1/2021,,,,,836020.0,,,,581.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
1958,Costa Rica,CRI,2/1/2021,57701.0,45863.0,11838.0,,1368.0,1.13,0.9,0.23,269.0,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
1959,Croatia,HRV,2/1/2021,83928.0,58829.0,25099.0,,1992.0,2.04,1.43,0.61,485.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
1960,Czech Republic,CZE,2/1/2021,284250.0,237545.0,46705.0,11156.0,9830.0,2.65,2.22,0.44,918.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1961,Denmark,DNK,2/1/2021,285581.0,189515.0,96066.0,8445.0,9971.0,4.93,3.27,1.66,1721.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
1962,Ecuador,ECU,2/1/2021,,,,,470.0,,,,27.0,Pfizer/BioNTech,Government of Ecuador,https://drive.google.com/file/d/1HRz845fa451ZHJmxSDlJAD92CAr75VFs/view
1963,Estonia,EST,2/1/2021,38594.0,28186.0,10408.0,539.0,1781.0,2.91,2.12,0.78,1343.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
1964,Finland,FIN,2/1/2021,163760.0,145557.0,18203.0,,7587.0,2.96,2.63,0.33,1369.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1965,France,FRA,2/1/2021,1609072.0,1541079.0,67993.0,75442.0,76290.0,2.37,2.27,0.1,1125.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1966,Germany,DEU,2/1/2021,2624051.0,1995805.0,628246.0,111938.0,96570.0,3.13,2.38,0.75,1153.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1967,Gibraltar,GIB,2/1/2021,14299.0,12974.0,1325.0,1013.0,537.0,42.44,38.51,3.93,15939.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1357291680366555137
1968,Greece,GRC,2/1/2021,293817.0,247251.0,46566.0,,16267.0,2.82,2.37,0.45,1561.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1969,Hungary,HUN,2/1/2021,311662.0,243136.0,68526.0,12524.0,21335.0,3.23,2.52,0.71,2209.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
1970,Iceland,ISL,2/1/2021,,,,,189.0,,,,554.0,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1971,India,IND,2/1/2021,3950156.0,,,191313.0,275192.0,0.29,,,199.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
1972,Indonesia,IDN,2/1/2021,574938.0,539532.0,35406.0,59257.0,58997.0,0.21,0.2,0.01,216.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1973,Ireland,IRL,2/1/2021,,,,,8157.0,,,,1652.0,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
1974,Isle Of Man,IMN,2/1/2021,,,,,533.0,,,,6268.0,Pfizer/BioNTech,Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
1975,Israel,ISR,2/1/2021,5001808.0,3169749.0,1832059.0,116843.0,148204.0,57.79,36.62,21.17,17122.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
1976,Italy,ITA,2/1/2021,2063615.0,1354030.0,709585.0,81871.0,80717.0,3.41,2.24,1.17,1335.0,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
1977,Latvia,LVA,2/1/2021,24953.0,,,1186.0,748.0,1.32,,,397.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
1978,Lithuania,LTU,2/1/2021,96648.0,72808.0,23840.0,2865.0,4074.0,3.55,2.67,0.88,1497.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
1979,Luxembourg,LUX,2/1/2021,13241.0,11336.0,1905.0,813.0,670.0,2.12,1.81,0.3,1070.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/1f6f6910-8dc4-4d17-9fbe-03bbc9664591
1980,Maldives,MDV,2/1/2021,36.0,,,36.0,36.0,0.01,,,67.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1357374641090789377
1981,Malta,MLT,2/1/2021,27759.0,23811.0,3948.0,,941.0,6.29,5.39,0.89,2131.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1982,Mexico,MEX,2/1/2021,675202.0,614689.0,43455.0,1875.0,4300.0,0.52,0.48,0.03,33.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
1983,Morocco,MAR,2/1/2021,200081.0,,,74081.0,50020.0,0.54,,,1355.0,"Oxford/AstraZeneca, Sinopharm",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/4.2.21.COVID-19.pdf
1984,Nepal,NPL,2/1/2021,113175.0,,,,18862.0,0.39,,,647.0,Oxford/AstraZeneca,Government of Nepal,https://myrepublica.nagariknetwork.com/news/over-1-million-people-receive-covid-19-vaccine-in-nepal-so-far/
1985,Netherlands,NLD,2/1/2021,248055.0,,,71769.0,13886.0,1.45,,,810.0,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
1986,Northern Ireland,,2/1/2021,258311.0,233429.0,24882.0,11890.0,10314.0,13.64,12.33,1.31,5447.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
1987,Norway,NOR,2/1/2021,127608.0,107430.0,20178.0,456.0,6594.0,2.35,1.98,0.37,1216.0,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
1988,Poland,POL,2/1/2021,1231716.0,998587.0,233129.0,54812.0,64961.0,3.25,2.64,0.62,1716.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
1989,Portugal,PRT,2/1/2021,338566.0,269814.0,68755.0,1795.0,12189.0,3.32,2.65,0.67,1195.0,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
1990,Romania,ROU,2/1/2021,721184.0,598135.0,123049.0,29769.0,33793.0,3.75,3.11,0.64,1757.0,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/04.02.21-Tabel-situatie-vaccinari-2.pdf
